     Qty: Element

       1: Inter-communion

       1: Inter-marry

       1: Interchange

       6: Intercourse

       1: Interdicted

      78: Interest

       1: Interested

      10: Interesting

      26: Interests

       1: Interests--where

       3: Interfere

       1: Interfered

       3: Interference

       2: Interfering

       2: Interior

       1: Interlocutors

      23: Intermediate

       1: Intermediates

       1: Interminable

      10: Internal

       3: Interposed

       1: Interposes

       5: Interposing

       2: Interpret

       7: Interpretation

       1: Interpreted

       7: Interpreter

       1: Interpreting

       1: Interrogate

       1: Interrogation

       2: Interrogative

       1: Interrupt

       3: Interrupted

       1: Interruptions

       1: Interrupts

       1: Interspersed

      18: Interval

       9: Intervals

       1: Intervals--when

       1: Interweave

       1: Interwoven

       4: Intimate

       2: Intimated

       4: Intimates

       1: Intimating

       5: Intimation

       3: Intimations

       1: Intimidation

     407: Into

       2: Intolerable

       1: Intolerant

       1: Intoxicated

       1: Intoxication

       1: Intractable

       1: Intrepid

       1: Intrigues

       2: Introd

       9: Introduce

      15: Introduced

       7: Introduces

       3: Introducing

       5: Introduction

       1: Introductory

       1: Intruder

       1: Intuition

       1: Intuitively

       1: Inured

       1: Invaders

       1: Invades

       1: Invalid

       1: Invalidism

       1: Invalidity

       2: Invalids

       1: Invaluable

       3: Invariable

       1: Invasion

       6: Invent

       6: Invented

       1: Inventing

      11: Invention

       1: Inventive

       2: Inventor

       1: Invents

       1: Inverse

       1: Inversion

       1: Invested

       4: Investigate

       1: Investigated

       1: Investigating

       4: Investigation

       1: Invests

       1: Inveterate

       1: Invincible

       1: Inviolable

       7: Invisible

       1: Invitation

       4: Invite

       2: Invited

       1: Invites

       2: Inviting

       1: Invocations

       1: Invoked

       1: Involuntarily

       7: Involuntary

       2: Involution

       3: Involve

       1: Involved

       2: Involves

       3: Involving

       1: Invulnerable

       4: Inward

       1: Inwardly

       3: Ionian

       3: Irascible

       1: Ireland

      12: Iron

       4: Ironical

       1: Ironically

       6: Irony

      11: Irrational

       1: Irrationals

       1: Irreconcileable

       1: Irregular

       2: Irresistible

       1: Irrespective

       2: Irreversible

       1: Irrevocably

       1: Irritability

       1: Irritable

       1: Irritated

    4446: Is

       1: Is
5

       1: Is--

       1: Is--I

       1: Is--yea

       2: Island

       3: Islands

       2: Ismenias

       2: Isolate

       1: Isolated

       1: Isolation

       1: Israelite

       4: Issue

       1: Issuing

     370: It

       1: It)

       1: It--for

       1: It--this

       2: Italy

       1: Ithaca

      42: Its

      24: Itself

       1: J

       1: Janus-like

       1: Japan

       7: Jealous

       6: Jealousy

       1: Jean

      13: Jest

       1: Jester

       2: Jests

       1: Jesus

       1: Jewish

       1: Jews

       3: John

       1: Johnson

      11: Join

       3: Joined

       1: Joins

       2: Joint

       2: Joke

       1: Jokes

      16: Journey

       1: Journeyed

       6: Joy

       1: Joys

      32: Judge

       4: Judged

       1: Judgement

      13: Judges

       1: Judges--

       7: Judging

      21: Judgment

       1: Judgment-seat

       1: Judgments

       1: Judicious

       1: Juggler

       1: Jumped

       1: Juries

     275: Just

       1: Just--

       1: Just--if

       2: Justest

     319: Justice

       1: Justice--about

       1: Justice--beginning

       7: Justified

      14: Justly

       1: KIND

       1: Kant

       5: Keen

       4: Keener

       1: Keenly

       2: Keenness

      25: Keep

       1: Keep--the

       2: Keeper

       8: Keeping

       6: Keeps

       1: Ken

       8: Kept

       1: Key-note

       1: Kheyam

       1: Kick

       5: Kill

       1: Killing

       3: Kills

      83: Kind

       1: Kindlier

       3: Kindly

      14: Kindred

      32: Kinds

      28: King

      14: Kingdom

       2: Kingdoms

      22: Kings

       1: Kinsfolk

       1: Kinsman

       3: Kinsmen

       2: Kiss

       3: Kissed

       1: Knavish

       1: Kneading

       1: Kneel

       5: Knees

      21: Knew

       2: Knife

       4: Knock

     191: Know

       1: Know)

       1: Knower

      20: Knowing

     260: Knowledge

      33: Known

      38: Knows

       2: LICENSE

       3: LIMITED

       2: Laborious

      23: Labour

       2: Labourers

       2: Labouring

       6: Labours

       2: Lacedaemon

       3: Lacedaemonian

       1: Lacedaemonians

       1: Lacerating

       1: Laches)

       8: Lachesis

       2: Ladder

       1: Laelius

      21: Laid

       1: Laissez

       1: Lake

       3: Lame

       1: Lameness

       3: Lament

       6: Lamentation

       2: Lamentations

       2: Lamenting

       2: Laments

      25: Land

       1: Landed

      11: Lands

       1: Landscape

      48: Language

       1: Lank

       1: Lapped

       1: Laputa

      23: Large

       1: Largely

       1: Largeness

      14: Larger

       5: Largest

      87: Last

       1: Last--and

       1: Lasted

       6: Lasting

       7: Lastly

       1: Lasts

       8: Late

       2: Lately

       1: Latent

      32: Later

       1: Latest

       1: Latin

      45: Latter

       1: Latter--I

      11: Laugh

       2: Laughable

       5: Laughed

       7: Laughing

       2: Laughs

       6: Laughter

       1: Laughter--

     113: Law

       4: Lawful

       2: Lawgiver

       8: Lawless

       1: Lawlessly

       3: Lawlessness

      92: Laws

       3: Laws)

       1: Lawyer

       2: Lawyers

       1: Laxity

      10: Lay

       6: Laying

       1: Layman

       1: Lays

       1: Laziness

       2: Lazy

      21: Lead

       2: Leaden

       8: Leader

       8: Leaders

       8: Leading

      17: Leads

       2: League

       1: Leagued

       1: Leaky

       3: Lean

       2: Leaning

       3: Leap

       1: Lear)

      44: Learn

      18: Learned

      29: Learning

       6: Learns

       8: Learnt

      44: Least

       2: Leather

      28: Leave

       8: Leaves

       3: Leaving

       3: Lecture

       1: Lectures

      29: Led

      37: Left

       2: Legal

       1: Legally

       2: Legend

       1: Legends

       1: Legislate

       1: Legislating

       8: Legislation

       1: Legislative

      21: Legislator

       7: Legislators

       1: Legislature

       3: Legitimate

       3: Legs

       5: Leisure

       2: Lend

      17: Length

       1: Lengths

       2: Leontius

      86: Less

       2: Lessened

      19: Lesser

       1: Lesser--this

       9: Lesson

       7: Lessons

      19: Lest

     218: Let

       2: Lets

       3: Letter

      11: Letters

       1: Letting

      17: Level

       1: Lewis

       1: Lex

       2: Liability

      18: Liable

       3: Liberal

       1: Liberality

       1: Liberated

       1: Liberating

       1: Libertinism

      17: Liberty

       1: Library

       3: Licence

      10: License

       2: Licensed

       3: Licentious

       4: Licentiousness

       1: Licinian

      46: Lie

       1: Lie--but

       1: Lie--following

       9: Lies

       3: Lieu

     368: Life

       1: Life--an

       1: Life--beauty

       1: Life--of

       1: Life--rules

       1: Life-giving

       1: Life-long

       1: Lifelike

       3: Lifetime

       1: Lift

       3: Lifted

       1: Lifting

     114: Light

       1: Light--the

       1: Light--this

       2: Lighten

       1: Lightens

       6: Lighter

       8: Lightly

       5: Lights

     444: Like

       1: Like--they

       1: Like--who

       3: Liked

      66: Likely

       1: Liken

      15: Likeness

       1: Likens

       7: Likes

       1: Likest

       6: Likewise

       1: Liking

       1: Limb

       3: Limbs

      15: Limit

       3: Limitation

       1: Limitations

      13: Limited

      10: Limits

      12: Line

       1: Lineage

       1: Lineaments

       1: Linen

       5: Lines

       2: Linger

       2: Lingering

       2: Link

       1: Linked

       7: Links

      11: Lion

       1: Lion-heart

       1: Lion-like

       5: Lips

       1: List

      17: Listen

       1: Listened

       1: Listener

       3: Listening

       1: Listens

       1: Literal

       4: Literally

      15: Literary

      26: Literature

       1: Litigation

      85: Little

       1: Littles

      46: Live

       1: Live--in

       9: Lived

       1: Livelihood

       1: Liveliness

       2: Lively

       1: Lively-minded

      58: Lives

      24: Living

       1: Livy

       2: Lo

       1: Loaves

       1: Local

       3: Located

       2: Locations

       1: Locke

       1: Locomotion

       1: Loftier

       3: Lofty

      12: Logic

       1: Logic)

       4: Logical

       1: Logicals

       1: Logician

       1: Logician--that

       1: Logicians

       2: Logographers

       1: Loiter

      42: Long

       1: Long-forgotten

       1: Long-lived

       1: Long-run

      47: Longer

       3: Longest

       6: Longing

      77: Look

       9: Looked

       1: Lookers-on

      16: Looking

       6: Looks

       8: Loose

       1: Loosening

      14: Lord

       2: Lords

       1: Lords--passing

       1: Lordships

      21: Lose

       2: Loser

       4: Loses

       4: Losing

      11: Loss

       1: Losses

      35: Lost

      22: Lot

       1: Lot--even

       1: Loth

       1: Lotophagi

      13: Lots

       1: Lotus-eaters

       2: Loud

       1: Loudly

     107: Love

       4: Loved

       1: Loveliest

      41: Lover

      35: Lovers

       8: Loves

       4: Loving

       2: Low

      41: Lower

       1: Lowering

       3: Lowest

       3: Loyal

       1: Loyalty

       1: Lucid

       1: Lucidity

       1: Lucre

      10: Ludicrous

       1: Ludicrously

       2: Luminous

       1: Lunatic

       5: Lust

       2: Lustful

       1: Lusting

       5: Lusts

       1: Lusts--a

       6: Luxurious

      11: Luxury

       1: Lycaeus

       2: Lycurgus

       1: Lydia

       7: Lydian

       3: Lye

       2: Lyes

      13: Lying

       5: Lyre

       1: Lyres

       5: Lyric

       1: Lyrical

       1: Lysanias

       3: Lysias

       1: Lysimachus

       1: MERCHANTIBILITY

       1: Machine

       1: Machinery

       9: Mad

       1: Madder

       1: Maddest

     171: Made

       4: Madman

       2: Madmen

      10: Madness

       1: Magazines

       3: Magic

       1: Magician

       1: Magicians

       5: Magistrates

       1: Magna

       7: Magnificence

       1: Magnificence--these

       3: Magnificent

       1: Magnify

       1: Magnifying

       1: Magnitude

       1: Mahometans

       3: Maiden

       2: Maimed

      10: Main

       2: Mainly

      25: Maintain

      17: Maintained

       1: Maintainer

       2: Maintainers

       7: Maintaining

       5: Maintains

       3: Maintenance

       5: Majority

     205: Make

      26: Maker

       4: Makers

      75: Makes

      68: Making

       1: Maladministration

       1: Malady

      12: Male

       1: Malefactors

       2: Males

       2: Malice

       1: Malignity

     595: Man

       1: Man--this

       1: Man--whoever

       1: Man-eaters

       2: Man-stealers

       4: Manage

       1: Managed

       6: Management

       4: Manhood

       1: Manifest

       1: Manifested

       1: Manifestly

       4: Manifold

       1: Manifold--he

       1: Manipulated

      89: Mankind

       1: Mankind--about

       1: Mankind--if

       1: Manlier

       4: Manly

     112: Manner

      17: Manners

       1: Mansion

       2: Mansions

       1: Mansoul

       1: Manual

       1: Manufacture

       1: Manufactured

       1: Manufacturer

       1: Manufactures

       1: Manus

     264: Many

       3: Many-headed

       2: Many-stringed

       1: Map

       1: Marathon

       4: March

       3: Marched

       1: Marionette

       3: Mark

       4: Marked

       5: Market

       3: Market-place

       1: Markets

       1: Marred

      36: Marriage

      10: Marriages

       1: Married

       3: Marries

       1: Marring

       8: Marry

       2: Marrying

       1: Marsh

       1: Marsyas

       1: Martyr

       2: Marvellous

       2: Marvels

       1: Masculine

       2: Mask

      11: Mass

       1: Mass--thus

       1: Masses--some

      42: Master

       1: Mastering

      13: Masters

       4: Mastery

       1: Mat

       4: Match

       1: Mate

       4: Material

       6: Materials

       1: Maternal

       1: Maternity

      17: Mathematical

      10: Mathematician

      12: Mathematics

       1: Mating

       1: Matrimony

      60: Matter

       1: Matter-of-fact

      21: Matters

       1: Mattock

       3: Mature

       1: Matured

       2: Maturer

       4: Maxim

       5: Maxims

       1: Maximum

     772: May

       1: Mazes

     210: Me

       4: Meadow

       2: Meagreness

       1: Meal

      10: Meals

     176: Mean

       1: Mean--of

       1: Mean--whom

       4: Meaner

       1: Meanest

      64: Meaning

      16: Meanness

       3: Meannesses

      50: Means

       1: Means--the

      21: Meant

       1: Meanwhile

      29: Measure

       3: Measurement

       4: Measures

       6: Measuring

       4: Meat

       7: Meats

       1: Mechanic

       1: Mechanical

       1: Meddle

       1: Meddlesomeness

       2: Meddling

       2: Mediaeval

       1: Medical

      39: Medicine

       4: Medicines

       1: Meditated

       1: Meditating

       1: Meditation

      15: Medium

       2: Meed

      24: Meet

       4: Meeting

       1: Meeting-point

       1: Meetings

       6: Meets

       2: Megara

       1: Melan

       1: Melancholy

       1: Melodies

       9: Melody

       1: Melt

       2: Melted

       3: Mem

       3: Member

       7: Members

       3: Memorabilia

       1: Memorial

       3: Memorials

       1: Memories

       9: Memory

     404: Men

       1: Men)

       1: Men--

       1: Men--and

       1: Men--sentiments

       1: Mend

       2: Mendicant

       1: Mending

       2: Menelaus

       1: Menoetius

      10: Mental

      19: Mention

       1: Mention--he

      14: Mentioned

       6: Mentioning

       1: Mentions

       5: Mercenaries

       1: Mercenary

       1: Merchandise

       5: Merchants

       2: Mercury)

       3: Mercy

      40: Mere

      15: Merely

       4: Merit

       1: Merits

       1: Merriment

       1: Mess

       1: Message

       6: Messenger

       1: Messengers

       1: Messiah

      15: Met

       3: Metal

       1: Metamorphose

       1: Metaph

       1: Metaphor

       1: Metaphorical

       1: Metaphorically

       2: Metaphysic

       4: Metaphysical

       2: Metaphysicians

       5: Metaphysics

       1: Metempsychosis

       1: Methinks

      35: Method

       3: Methods

       2: Metic

       1: Meton

       6: Metre

       1: Metre)

       2: Metres

       1: Metrical

       1: Metrodorus

       2: Michael

       1: Mid

       1: Midas

      26: Middle

       1: Middle-aged

       2: Midst

       2: Midway

     133: Might

       5: Mightiest

       1: Mightily

       7: Mighty

       1: Migrated

       2: Miles

       1: Milesian

      31: Military

       1: Milk

       1: Milky

       2: Mill

       4: Milton

       1: Mimetic

     222: Mind

      43: Minds

       7: Mine

       4: Mingle

       5: Mingled

       1: Mingles

       2: Mingling

       3: Minister

       1: Ministering

       5: Ministers

       2: Minor

       4: Minute

       1: Minutely

       1: Minutes

       1: Minutest

       1: Mirabeau

       1: Miracle

       2: Miracles

       1: Miraculous

       5: Mire

       3: Mirror

       1: Misanthrope

       1: Misapplied

       2: Misapprehend

       1: Misbehaving

       1: Misbehaviour

       4: Mischief

       2: Mischievous

       2: Miser

      31: Miserable

       1: Miserable--that

       1: Miserably

       1: Miseries

      10: Miserly

      22: Misery

       1: Misery--the

       8: Misfortune

       1: Misgivings

       1: Misled

       1: Misrepresent

       1: Misrepresentations

       1: Miss

       1: Missed

       5: Mission

       1: Missionary

       1: Mississippi

       2: Misstatements

       1: Mist

      12: Mistake

       1: Mistake--then

      18: Mistaken

       1: Mistakes

       3: Mistress

       1: Mistresses

       1: Mistrust

       1: Mistrusted

       1: Mists

       1: Misunderstanding

       1: Mitigate

      12: Mixed

       1: Mixing

       5: Mixture

       6: Mob

       1: Mobs

       1: Mock

       1: Mockery

      26: Mode

      10: Model

       4: Models

       7: Moderate

       4: Moderately

       1: Moderating

       8: Moderation

     103: Modern

      11: Modes

       1: Modest

       2: Modesty

       1: Modification

       2: Modified

       1: Modify

       1: Moisture

      19: Moment

       4: Moments

       1: Monarch

       1: Monarchia

       1: Monarchical

       3: Monarchy

       1: Monasteries

       2: Monastic

       1: Monasticism

      78: Money

       1: Money--in

       1: Money--into

       1: Money-getting

       1: Money-loving

       5: Money-maker

       3: Money-making

       1: Money-token

       2: Moneymaking

       1: Moneys

       1: Monitor

       3: Monkey

       1: Monogamists

       1: Monopoly

       1: Monotony

      15: Monster

       1: Monsters

       4: Monstrous

       4: Month

       1: Monthly

       5: Months

       1: Monument

       1: Monuments

       2: Mood

       1: Moods

       5: Moon

       2: Moon)

      35: Moral

       1: Moralist

       1: Moralists

      23: Morality

       1: Moralize

       1: Moralizing

       3: Morals

       1: Morals--some

     570: More

       1: More--Is

       7: Moreover

       2: Morgenstern

       3: Morning

      10: Mortal

       1: Mortality

       1: Mortals

       1: Moses

       1: Mosques

     240: Most

       2: Mostly

      26: Mother

       2: Motherland

      12: Mothers

      27: Motion

       7: Motions

       9: Motive

      10: Motives

       2: Motley

       4: Mould

       1: Moulds

       3: Mount

       1: Mounted

       2: Mounting

       1: Mourning

       7: Mouth

       5: Mouths

      13: Move

       5: Moved

       4: Movement

       1: Movements

       2: Moves

       9: Moving

       1: Mr

     131: Much

       1: Multiform

       2: Multiplication

       4: Multiplicity

       5: Multiplied

       4: Multiply

       1: Multiplying

      14: Multitude

       3: Multitudinous

       4: Murder

       2: Murdered

       2: Murderer

       2: Murderers

       2: Murders

       1: Murmur

       4: Musaeus

       1: Muscles

       1: Muscular

       6: Muse

       8: Muses

       1: Muses--that

       1: Museum

      85: Music

       1: Musica)

      13: Musical

      14: Musician

       5: Musicians

     455: Must

       1: Muster

       1: Mutability

       1: Mute

       1: Mutineers

       1: Mutinous

       2: Mutiny

       6: Mutual

     208: My

       1: Myriads

       1: Myrrh

       1: Myrtle

       1: Myrtle-berries

      18: Myself

       5: Mysteries

       3: Mysterious

       4: Mystery

       2: Mystic

       2: Mystical

       1: Mystify

       7: Myth

       1: Mythic

       1: Mythical

       2: Mythological

      13: Mythology

       3: Myths

       1: Myths--telling

       1: Mythus

       3: NEARLY

       1: NEGLIGENCE

       2: NO

       2: NOT

       1: NOTICE

       4: Naked

      49: Name

       3: Named

       3: Nameless

       1: Namely

      23: Names

       1: Names--monarchy

       1: Names--two

       1: Naming

       1: Napoleon

       1: Napping

       1: Narcotic

       2: Narrate

       2: Narrated

       1: Narrating

       8: Narration

      11: Narrative

       1: Narratives

       1: Narrator

       1: Narrators

       5: Narrow

       2: Narrower

       1: Narrowness

       1: Narrownesses

       8: Nation

       3: National

      22: Nations

       3: Native

      91: Natural

       1: Natural-born

       1: Naturalis

      23: Naturally

     310: Nature

      71: Natures

       1: Natures--the

       1: Naught

       2: Navel

       4: Navigation

       1: Navigators

       9: Nay

      22: Near

      16: Nearer

       5: Nearest

      21: Nearly

       1: Neatherd

       2: Neatherds

       1: Necessaries

      19: Necessarily

      51: Necessary

       2: Necessitate

       4: Necessities

      58: Necessity

       1: Neck

       2: Necklace

       1: Necklaces

       2: Necks

      64: Need

      12: Needed

       1: Needful

       6: Needs

       3: Negation

       3: Negative

       1: Negatively

       1: Negativeness

       1: Negatives

       8: Neglect

       8: Neglected

       2: Neglecting

       2: Neglects

       1: Neighbour

       5: Neighbours

       2: Neighing

     102: Neither

       1: Nemesis

       2: Neo-Platonists

       1: Nerve

       1: Nerves

       1: Nerving

       1: Nervous

       3: Nest

       1: Nests

       2: Net

       1: Network

       1: Neuter

       3: Neutral

     169: Never

       1: Never-ending

       1: Never-failing

       7: Nevertheless

      75: New

       3: New-fangled

       1: Newby

       1: Newest

       1: Newfangled

       2: Newly

       1: Newly-born

       1: Newly-created

       2: News

       1: Newsletter

       2: Newton

      58: Next

       2: Nic

       2: Nice

       1: Niceratus

       1: Nicias

       1: Nickname

       2: Nicomachean

      15: Night

       2: Nightingale

       1: Nightly

       4: Nights

       2: Nine

       1: Nine-tenths

       3: Ninth

       1: Niobe

       1: Niobe--the

     614: No

       2: Nobility

      45: Noble

       1: Noblemen

       2: Nobleness

       6: Nobler

      11: Noblest

       1: Nobly

       4: Nobody

       1: Nocturnal

       2: Nod

       2: Nodding

       2: Noise

       1: Noisy

       1: Nomenclature

       1: Nominal

       2: Nominally

       1: Non

       2: Non-existence

       1: Non-existent

       1: Non-musician

       1: Non-physician

       1: Nondescripts

      33: None

       1: None)

       1: Nonproprietary

       4: Nonsense

     160: Nor

       2: North

       1: Northern

       2: Nose

       1: Noses

       1: Nostrum

       1: Nostrums

    2168: Not

       1: Not--the

      15: Not-being

       1: Notably

      27: Note

       2: Noted

      11: Notes

     145: Nothing

       8: Notice

       3: Noticeable

       3: Noticed

       1: Notifies

      33: Notion

      28: Notions

       1: Notoriously

       1: Notre

       3: Notwithstanding

       1: Nought

       1: Nourish

       1: Nourishes

       3: Nourishing

       1: Nourishment

       2: Novel

       2: Novelists

       2: Novelty

       1: Novitiate

     333: Now

      11: Nowhere

       3: Noxious

     136: Number

       1: Numbered

       1: Numbering

       2: Numberless

      45: Numbers

       5: Numerical

      18: Numerous

       1: Nuptials

       8: Nurse

       1: Nursery

       7: Nurses

       2: Nursing

       8: Nurture

       1: Nurtured

       2: Nurturers

       2: Nurturing

       1: Nutriment

      14: O

      10: OF

       1: ONE

       6: OR

       1: OTHER

       1: OWNER

       1: Oaks

       1: Oarsmen

       1: Oath

       2: Oaths

       9: Obedience

       5: Obedient

       1: Obediently

      10: Obey

       1: Obeyed

       1: Obeying

      38: Object

       1: Object--drink

       1: Object--the

       1: Objected

       9: Objection

       1: Objectionable

      10: Objections

       2: Objective

       1: Objectively

       1: Objector

      41: Objects

       1: Objects--is

       1: Obligation

       2: Obligatory

       1: Oblige

       7: Obliged

       1: Obliqua

       1: Obliterate

       5: Oblong

       2: Obnoxious

       1: Obscene

       2: Obscure

       1: Obscurities

       2: Obscurity

       1: Observance

      11: Observation

       1: Observation)

      39: Observe

      13: Observed

       1: Observes

       3: Observing

       1: Obsolete

       1: Obstinate

      12: Obtain

       5: Obtained

       4: Obtaining

       2: Obtains

       8: Obvious

       3: Obviously

      16: Occasion

       2: Occasional

       1: Occasionally

       6: Occasions

       7: Occupation

       3: Occupations

       4: Occupied

      13: Occur

       1: Occur--or

       6: Occurred

       1: Occurrence

       5: Occurring

       8: Occurs

       4: Ocean

       1: Oculos

       2: Odd

       2: Ode

       1: Odour

       4: Odysseus

       2: Odyssey

    9850: Of

       1: Of
1/2

       1: Of
3

       1: Of
6

      42: Off

       1: Offence

       1: Offences

       3: Offender

      16: Offer

       7: Offered

       7: Offering

       2: Offerings

       4: Offers

      18: Office

       1: Officer

       2: Officers

       6: Offices

       3: Official

      23: Offspring

      68: Often

       3: Oftener

       3: Oh

     123: Old

       2: Old-fashioned

       1: Olden

       6: Older

       1: Oldest

       8: Oligarch

      20: Oligarchical

       3: Oligarchies

       3: Oligarchs

      30: Oligarchy

       1: Oligarchy--I

       2: Olives

       6: Olympic

       6: Omission

       1: Omissions

       5: Omit

       6: Omitted

       4: Omitting

       1: Omnipotent

     542: On

       1: On--The

       2: On--the

      58: Once

     866: One

       1: One--I

       3: One--the

       1: One--to

       1: One-sided

      30: Ones

       3: Online

     592: Only

       1: Only--a

       1: Only--that

       1: Only--the

       1: Onward

       9: Open

       2: Opened

       4: Opening

       3: Openings

       7: Openly

       2: Opens

       2: Operation

       2: Operations

       1: Opine

       1: Opines

     136: Opinion

       1: Opinion--I

      21: Opinions

       4: Opponent

       6: Opponents

       2: Opportunities

       8: Opportunity

       2: Oppose

      15: Opposed

       2: Opposes

       1: Opposing

      62: Opposite

       6: Opposites

      11: Opposition

       1: Opposition)

       1: Oppositions

       1: Oppressed

       1: Oppression

       1: Optimi

       1: Optimist

    2105: Or

       1: Or
1

       1: Or
3

       1: Ora

      12: Oracle

       1: Oracles

       1: Oracular

       2: Oration

       1: Orator

       1: Orator)

       1: Orb

       4: Orbits

       1: Ordain

       1: Ordained

       2: Ordains

     160: Order

       1: Order--temperate

       9: Ordered

       7: Ordering

       6: Orderly

       7: Orders

       1: Ordinarily

      28: Ordinary

       1: Organ

       1: Organic

       1: Organisation

       3: Organization

       2: Organized

       1: Organon

       2: Organs

       1: Orhatoz

       1: Oriental

      31: Origin

      35: Original

       2: Originality

       5: Originally

       4: Originate

       1: Originated

       2: Originates

       1: Originator

       1: Ornament

       1: Ornamental

       1: Ornaments

       2: Orphan

       4: Orpheus

       1: Orphic

       2: Orrery

       1: Orthodox

       1: Oscillates

       1: Osir

     670: Other

       1: Other)

     150: Others

       1: Others--is

       1: Others--whenever

      11: Otherwise

     118: Ought

     518: Our

      15: Ours

      34: Ourselves

     238: Out

       1: Out-stripped

       1: Outbreaks

       1: Outdated

       6: Outer

       3: Outermost

       1: Outlandish

       6: Outline

       1: Outlines

       1: Outrage

       1: Outrageous

       6: Outside

       9: Outward

       2: Outwards

     125: Over

       1: Over--supposing

       1: Over-educated

       1: Over-education

       1: Over-positive

       1: Overboard

       5: Overcome

       1: Overcoming

       1: Overdone

       2: Overgrown

       1: Overhangs

       1: Overlap

       2: Overlook

       1: Overlooked

       2: Overmasters

       1: Overpast

       1: Overpowered

       1: Overpowering

       1: Overpowers

       1: Overtake

       3: Overtaken

       2: Overthrow

       1: Overthrower

       4: Overthrown

       1: Overturn

       1: Overweening

       1: Overwhelmed

       1: Overwhelming

       3: Owe

       1: Owed

       8: Owes

      10: Owing

     369: Own

       1: Owned

       7: Owner

       6: Owners

       2: Owns

       2: Oxen

       2: Oyster-shell

       1: PARAGRAPH

       1: PG

       1: PGLAF)

       1: POSSIBILITY

       3: PROJECT

       1: PUNITIVE

       1: PURPOSE

       1: Pace

       2: Pacified

       1: Pacify

       1: Pacifying

       1: Pacing

       1: Paeanian

       1: Paeonic

       1: Pagan

       1: Paganism

       1: Page

       1: Pages

      15: Paid

      60: Pain

       1: Pained

       5: Painful

       1: Painfully

       1: Painless--how

      27: Pains

       1: Pains--how

       5: Paint

       2: Painted

      25: Painter

       2: Painters

       8: Painting

       1: Paintings

       5: Paints

       3: Pair

       2: Paired

       1: Pairing

       1: Pairs

       1: Palace

       3: Palaestra

       2: Palamedes

       2: Pale

       1: Paleness

       1: Palm

       1: Palm--the

       1: Palms

       1: Palpable

       2: Paltry

       1: Pampered

       1: Pamphylia

       2: Pamphylian

       1: Pan

